date_week,total_posts,joy_mean,sadness_mean,anger_mean,fear_mean,surprise_mean,neutral_mean,joy_std,sadness_std,anger_std,fear_std,surprise_std,neutral_std,emotional_intensity,dominant_emotion_key,dominant_emotion,positive_index,fear_joy_ratio
2019-W48,48,0.096875,0.009375,0.02395833333333333,0.026041666666666668,0.03125,0.8125,0.15757681342018431,0.03034596611700587,0.09946109221825501,0.09339323369115549,0.09544130423035664,0.2404561268426534,0.1875,neutral,中性,1.3963963963963966,0.2436647173489279
2019-W49,440,0.15372727272727274,0.063,0.2672727272727273,0.03175,0.07397727272727274,0.4102727272727273,0.22783364866514177,0.11171718278485616,0.27398072556090075,0.07078075005669056,0.11372888447262582,0.30346505832389414,0.5897272727272727,neutral,中性,0.413220111185778,0.19392004441976676
2019-W50,278,0.2191007194244604,0.04733812949640288,0.08007194244604317,0.03582733812949641,0.09258992805755396,0.5250719424460432,0.28620304814034303,0.10432229662629122,0.1932077552347624,0.09004130043610324,0.13599128305838148,0.33731873624755876,0.47492805755395673,neutral,中性,1.2647425249169433,0.15638247762600097
2019-W51,239,0.2721757322175732,0.052510460251046026,0.06673640167364016,0.016736401673640166,0.06046025104602511,0.5313807531380753,0.29822632978720737,0.12558257057800873,0.14835306503286247,0.05258264376819698,0.08990773450769662,0.3681925210663278,0.4686192468619247,neutral,中性,1.864431069074233,0.05931198102016608
2019-W52,226,0.18747787610619468,0.10393805309734515,0.11128318584070795,0.016991150442477874,0.035176991150442476,0.5451327433628319,0.28797578902385784,0.1727785368967822,0.2028543853890842,0.06465477493068295,0.07594860602492196,0.36965236532419743,0.4548672566371681,neutral,中性,0.7740226525392765,0.08604077974456642
2020-W01,264,0.09053030303030303,0.07018939393939394,0.048106060606060604,0.0996969696969697,0.04734848484848485,0.6441287878787879,0.2089383426214497,0.12185652802868399,0.12918364665811943,0.17984335978629687,0.0858450265935743,0.3579005088361027,0.3558712121212121,neutral,中性,0.3970759262335936,0.9917106254709873
2020-W02,13,0.13076923076923078,0.023076923076923075,0.038461538461538464,0.0,0.10769230769230768,0.7,0.26890089681459284,0.08320502943378437,0.1386750490563073,0.0,0.1977436828385779,0.3511884584284246,0.30000000000000016,neutral,中性,1.827956989247312,0.0
2020-W03,37,0.07297297297297296,0.07891891891891892,0.07054054054054054,0.09486486486486487,0.05837837837837838,0.6243243243243244,0.18767384333324522,0.10606035451005622,0.1582007505591471,0.14260710636846533,0.09227114372307282,0.33780780647302117,0.37567567567567584,neutral,中性,0.28692879914984054,1.1433224755700329
2020-W04,1020,0.24404901960784314,0.08807843137254902,0.06779411764705882,0.06884313725490196,0.03750980392156863,0.4937254901960785,0.2733946407427716,0.13520541463529792,0.17350097290880012,0.12585111576195399,0.06838150572904293,0.3230130522603907,0.5062745098039216,neutral,中性,1.039764420867967,0.2709836761471076
2020-W05,1011,0.25049455984174085,0.09894164193867458,0.09015825914935707,0.04580613254203759,0.04773491592482691,0.466864490603363,0.282229021390306,0.15424285710269486,0.20584184710197423,0.10711342189694766,0.07540329166245015,0.3278039145152138,0.533135509396637,neutral,中性,1.0228190630048466,0.1758429526123937
2020-W06,916,0.28822052401746723,0.12565502183406113,0.0752292576419214,0.03921397379912664,0.03753275109170306,0.4341484716157205,0.29304692821403416,0.1893200574125416,0.1817674363999354,0.09032929473642341,0.06514065502528105,0.3015284122542492,0.5658515283842795,neutral,中性,1.1524291763062553,0.13149320935681078
2020-W07,896,0.3340401785714286,0.0859375,0.0810825892857143,0.027254464285714288,0.038705357142857146,0.4329799107142857,0.29363218460583057,0.15429280913160107,0.19567059849533547,0.08484916608685368,0.06399631810538392,0.28811532381918437,0.5670200892857142,neutral,中性,1.6352510517401517,0.07921884123791605
2020-W08,846,0.3449763593380615,0.0891725768321513,0.05133569739952719,0.02784869976359338,0.044172576832151304,0.4424940898345154,0.2904926432318357,0.16410712623227539,0.15140208882091272,0.08109957816283041,0.07602063565832941,0.2950575863369207,0.5575059101654847,neutral,中性,1.9341904698787193,0.07845226599180846
2020-W09,852,0.3295774647887324,0.08491784037558685,0.08169014084507041,0.028462441314553992,0.05046948356807512,0.42488262910798125,0.2999993103934965,0.16120030911212682,0.19587210807793523,0.08225155446348291,0.08115508797263297,0.2984438454107989,0.5751173708920188,neutral,中性,1.6071428571428572,0.08381722660030416
2020-W10,808,0.3691584158415841,0.07752475247524752,0.0661509900990099,0.024999999999999998,0.05034653465346535,0.4118193069306931,0.31534648382522396,0.14738383367902427,0.1703438085440838,0.07930147330223962,0.07375822866153661,0.3045292660436601,0.588180693069307,neutral,中性,2.0660802105700626,0.06593550071810941
2020-W11,824,0.2993932038834951,0.08132281553398059,0.09699029126213593,0.0383495145631068,0.0691383495145631,0.4148058252427185,0.30701537516155664,0.13346425487054814,0.2085619800949008,0.10354092610002022,0.09668935506525415,0.3166968970218674,0.5851941747572815,neutral,中性,1.3208759436740374,0.12395073350592298
2020-W12,875,0.31079999999999997,0.07939428571428571,0.10782857142857143,0.035314285714285715,0.06632,0.40034285714285717,0.31959363500104443,0.14245870962844973,0.21966761422386216,0.09782408773519245,0.08354523295590689,0.3275400601607901,0.5996571428571429,neutral,中性,1.3365606723349879,0.11008193801211259
2020-W13,846,0.28550827423167846,0.08264775413711584,0.10659574468085108,0.03438534278959811,0.06970449172576831,0.4211583924349882,0.3040408946374312,0.14215280148938847,0.20205686628432123,0.0942000287582124,0.10357872187264587,0.31287229142276984,0.5788416075650118,neutral,中性,1.2220591955476852,0.11636
2020-W14,934,0.15262312633832978,0.31185224839400427,0.07619914346895075,0.02339400428265525,0.04717344753747323,0.38875802997858677,0.2509170177078958,0.3029237584621134,0.1932400085930016,0.07823988866540593,0.0852154315633394,0.2884466275223538,0.6112419700214132,neutral,中性,0.3621421131519448,0.14385410494436762
2020-W15,836,0.35855263157894735,0.09246411483253589,0.08588516746411483,0.034892344497607655,0.06949760765550239,0.35870813397129186,0.32030365212080997,0.15350719783956995,0.1942849471521457,0.09217979249768313,0.0821287801030549,0.29177139107925254,0.6412918660287081,neutral,中性,1.606119059100895,0.09467398007205219
2020-W16,782,0.269693094629156,0.09162404092071612,0.09232736572890025,0.031457800511508954,0.06285166240409207,0.4520460358056266,0.29217653430652835,0.1567419463039593,0.19727323062596436,0.09228316182120895,0.0932301325177044,0.313036686585067,0.5479539641943734,neutral,中性,1.1964599761729164,0.11247256766642283
2020-W17,767,0.29011734028683184,0.08668839634941329,0.09063885267275097,0.02391134289439374,0.0633767926988266,0.4452672750977835,0.31039957706227056,0.15678971185146082,0.18795028425122953,0.0770766968345853,0.09099790623154387,0.32408884167127533,0.5547327249022165,neutral,中性,1.373410690038267,0.07967331334984143
2020-W18,837,0.2757467144563919,0.10143369175627241,0.13285543608124253,0.03028673835125448,0.04755077658303465,0.41212664277180405,0.3072735839393286,0.1612165160141992,0.23398839456091308,0.09433557112468596,0.07346905650103432,0.31753840625161556,0.5878733572281959,neutral,中性,1.0042642067705159,0.10599155412468118
2020-W19,823,0.3769744835965978,0.05601458080194411,0.07308626974483597,0.015880923450789793,0.0548359659781288,0.4232077764277035,0.31880663747405397,0.11633770701817278,0.1850112144784298,0.06402113712027432,0.08239977954083619,0.30997553366725666,0.5767922235722964,neutral,中性,2.432379459035672,0.041038683747802056
2020-W20,747,0.31378848728246317,0.07543507362784471,0.107095046854083,0.027309236947791162,0.05394912985274432,0.42242302543507365,0.32527154789080387,0.14436109403369213,0.22595462144861247,0.09443561409484558,0.08718758909926091,0.3289880379597306,0.5775769745649264,neutral,中性,1.4273535501156984,0.08434282879232645
2020-W21,705,0.3090780141843972,0.08139007092198582,0.08333333333333333,0.02733333333333333,0.05531914893617021,0.44354609929078015,0.3253317814983177,0.1584873351805658,0.19611520655580034,0.08883867742183353,0.08412782137212468,0.3330688374790979,0.5564539007092199,neutral,中性,1.52965952965953,0.0856634807735052
2020-W22,608,0.23569078947368424,0.10648026315789473,0.09629934210526316,0.030000000000000002,0.05266447368421053,0.47886513157894733,0.2883244496242133,0.18980293154305053,0.20715843851665885,0.09155979492183515,0.08699527106229363,0.33598294884166147,0.5211348684210526,neutral,中性,0.9708014362170586,0.12210469942428705
2020-W23,698,0.28581661891117477,0.09011461318051575,0.09369627507163325,0.029226361031518627,0.05644699140401146,0.4446991404011461,0.31524985997473465,0.16303607451694888,0.20372169812613555,0.09242300479241858,0.09504200188072066,0.3247786727213475,0.5553008595988539,neutral,中性,1.2814748201438848,0.098798915149167
2020-W24,754,0.1980106100795756,0.07226790450928382,0.07734748010610079,0.051100795755968174,0.051803713527851465,0.5494694960212202,0.2784824554167212,0.13431950315821894,0.18536957435681672,0.11650502750366132,0.10022648290066657,0.3437833172040106,0.4505305039787798,neutral,中性,0.9397029204431018,0.24566437133384342
2020-W25,788,0.20342639593908632,0.07379441624365482,0.10260152284263958,0.0383248730964467,0.04282994923857868,0.5390228426395939,0.2733637906654222,0.1344439094836377,0.22240217608315288,0.09552495787082434,0.08685518781755835,0.34273647933637597,0.4609771573604061,neutral,中性,0.9052405692342445,0.17956950885955522
2020-W26,703,0.23431009957325746,0.09779516358463727,0.10458036984352773,0.03425320056899005,0.051749644381223335,0.4773115220483642,0.2938225339878646,0.15482221447916933,0.21658989832989095,0.0956175231164312,0.08937379439476226,0.3367360907870779,0.5226884779516359,neutral,中性,0.9500519091013957,0.14020378457059682
2020-W27,657,0.24479452054794523,0.08744292237442923,0.1050228310502283,0.04322678843226788,0.059923896499238974,0.4595890410958904,0.29993799476164595,0.15027365337531315,0.21916006741347802,0.10940776832149922,0.09336768545505009,0.34644225982393445,0.5404109589041095,neutral,中性,0.99634493866931,0.16965352449223417
2020-W28,764,0.23710732984293195,0.0774869109947644,0.125,0.04397905759162304,0.05948952879581152,0.4569371727748691,0.2990932281202783,0.1400373235640049,0.24323750185093612,0.1192610695336877,0.09736839366129724,0.3403957164154517,0.5430628272251309,neutral,中性,0.9245177095029091,0.1779755283648498
2020-W29,717,0.3088563458856346,0.0794281729428173,0.0992329149232915,0.029428172942817295,0.05676429567642957,0.4262900976290097,0.3251584534307341,0.1506692034557203,0.22569593830799445,0.09003464223809697,0.08984540700099827,0.33243416549002053,0.5737099023709903,neutral,中性,1.4161923642642449,0.09229288776135071
2020-W30,706,0.28760623229461757,0.09490084985835694,0.0928470254957507,0.03810198300283286,0.06118980169971672,0.4253541076487252,0.31395228108421647,0.1751459090189812,0.20779619542982836,0.09982294010871778,0.09904938639634538,0.33579832150828887,0.5746458923512748,neutral,中性,1.2194462795027325,0.1280281757174813
2020-W31,729,0.2854595336076817,0.10308641975308643,0.0874485596707819,0.03271604938271605,0.06207133058984911,0.42921810699588475,0.30707292118226337,0.16705083928547884,0.20332961358247456,0.09274671747266104,0.09964754019841744,0.32939266106911336,0.5707818930041153,neutral,中性,1.2238296871324392,0.1107293746227773
2020-W32,744,0.26713709677419356,0.09711021505376344,0.07795698924731183,0.040053763440860216,0.06525537634408603,0.4524865591397849,0.2878752206887217,0.15292696979935533,0.18481555544341285,0.10490268418239236,0.09877684979033043,0.32110152745851744,0.5475134408602151,neutral,中性,1.186638008239298,0.14452689267180754
2020-W33,764,0.24913612565445026,0.08158376963350786,0.1006282722513089,0.029293193717277486,0.057905759162303665,0.4814528795811518,0.2944333470622785,0.14410833826305008,0.20567664256453086,0.09005181502917599,0.09539769289408766,0.3323436127533699,0.5185471204188481,neutral,中性,1.1247414760976184,0.11304172138599858
2020-W34,767,0.28546284224250323,0.07963494132985659,0.07804432855280313,0.03315514993481095,0.0548109517601043,0.4688917861799218,0.3063203043211968,0.1457352735354222,0.19006274384103475,0.09388874962951874,0.09012428021972939,0.3331226536483197,0.5311082138200782,neutral,中性,1.4213840560893272,0.11221427941046687
2020-W35,736,0.28743206521739134,0.08199728260869565,0.08491847826086957,0.023804347826086956,0.052432065217391306,0.4694157608695652,0.3056191365132033,0.14679229620078246,0.19611046140646166,0.07225378389533064,0.08970660115148074,0.33192419587260996,0.5305842391304347,neutral,中性,1.432004332227713,0.08003289022886116
2020-W36,542,0.2843173431734317,0.07964944649446495,0.10350553505535055,0.031309963099630994,0.05896678966789668,0.4422509225092251,0.30870517677577,0.14072188716878295,0.2165446148247567,0.09552433302566748,0.0969804885593433,0.32504074499188185,0.557749077490775,neutral,中性,1.2666447476574056,0.10638164493480441
2020-W37,800,0.40376249999999997,0.0729875,0.049574999999999994,0.011825,0.0451,0.41674999999999995,0.29249215060657285,0.12114679329498194,0.15823832843446048,0.05109239097477629,0.0784406218993382,0.29465524709956226,0.58325,neutral,中性,2.796381265691282,0.028579197003111692
2020-W38,887,0.3062570462232243,0.10217587373167981,0.21183765501691093,0.010879368658399098,0.04568207440811725,0.3231679819616685,0.31744389204643075,0.13827664130334172,0.30607230113825384,0.04754128647018067,0.06413482505164644,0.30433548594114596,0.6768320180383315,neutral,中性,0.9144925096785051,0.0344003992585199
2020-W39,700,0.2750714285714286,0.10428571428571429,0.12557142857142858,0.027642857142857146,0.05678571428571429,0.41064285714285714,0.29101346376478326,0.14940101127652247,0.2495554600719996,0.08569008531585666,0.08789599017533456,0.31277796956703097,0.5893571428571428,neutral,中性,1.0283044058744992,0.09696817840140316
2020-W40,836,0.30095693779904303,0.07248803827751196,0.08630382775119617,0.014354066985645933,0.08648325358851675,0.43941387559808615,0.30709033263019386,0.15502452917898182,0.1878835122222582,0.05529183539442446,0.13359273513518044,0.3446230480805295,0.5605861244019139,neutral,中性,1.6432630135196915,0.04616094783812895
2020-W41,678,0.23510324483775813,0.08429203539823009,0.1252212389380531,0.03731563421828909,0.0642330383480826,0.453834808259587,0.30497970190069196,0.14984093080676805,0.23421737688922123,0.10857553887939127,0.1108257656849118,0.34942457339764854,0.546165191740413,neutral,中性,0.9154080284844656,0.15224455409796606
2020-W42,746,0.21676943699731904,0.06914209115281501,0.08520107238605898,0.04297587131367293,0.06113941018766756,0.5247721179624665,0.2826559422136318,0.12060613660045787,0.19963799398697576,0.10573992131947704,0.10552859278137267,0.3391177088907235,0.4752278820375335,neutral,中性,1.045583861373335,0.18951350712301235
2020-W43,685,0.2558102189781022,0.06643795620437956,0.07491970802919708,0.04935766423357665,0.06953284671532847,0.48394160583941603,0.30558848253108906,0.13223400207873282,0.183713006316845,0.13026242839685648,0.12178887464283182,0.3528359575771804,0.516058394160584,neutral,中性,1.2744926903774818,0.18568760984182778
2020-W44,625,0.21671999999999997,0.08304,0.10296,0.03888,0.060160000000000005,0.49823999999999996,0.2904400286744412,0.14909031852177085,0.20813589618816666,0.09198850262605984,0.09668366340406624,0.356977303020507,0.50176,neutral,中性,0.9226839237057219,0.1714890613973183
2020-W45,606,0.24356435643564356,0.06963696369636964,0.10775577557755775,0.03646864686468647,0.06089108910891089,0.48168316831683167,0.29799578728537945,0.1226856503966334,0.2135436853318308,0.10150962096071225,0.09098286835271743,0.3496555168211979,0.5183168316831683,neutral,中性,1.0880141530296328,0.14382402707275804
2020-W46,782,0.20907928388746802,0.0789002557544757,0.09008951406649617,0.036508951406649615,0.052685421994884914,0.5327365728900256,0.2814257124111879,0.14879737367382012,0.19372583070601118,0.09789833393172286,0.09795842106935186,0.34594216900301994,0.46726342710997437,neutral,中性,0.9702112508901021,0.16664720989960308
2020-W47,817,0.21946144430844555,0.08127294981640147,0.08219094247246023,0.039473684210526314,0.04877600979192167,0.5288249694002448,0.2801119415490914,0.1467519087133735,0.19452801795834393,0.09984346623719546,0.08301736182836147,0.3434768022581588,0.4711750305997552,neutral,中性,1.0306374662298097,0.1720275244039046
2020-W48,799,0.20352941176470588,0.07269086357947434,0.08704630788485607,0.038197747183979974,0.04384230287859825,0.5546933667083854,0.2748488923163932,0.13678878328361097,0.20163314812877645,0.10530778827136995,0.08317105098535431,0.35216818556033264,0.44530663329161446,neutral,中性,0.9788130492355843,0.17888752124728913
2020-W49,581,0.2304647160068847,0.08941480206540448,0.10180722891566264,0.0338209982788296,0.061617900172117046,0.48287435456110156,0.29538337020019323,0.15812697338390938,0.22349343278802816,0.08286796086318528,0.09143566773531984,0.35619420271542046,0.5171256454388984,neutral,中性,0.9805213825424722,0.14064848614988187
2020-W50,767,0.2048891786179922,0.094367666232073,0.13370273794002607,0.04524119947848762,0.07160365058670144,0.4501955671447197,0.2688073591231761,0.13131225773510868,0.23496926143127564,0.11388654045466352,0.10750510043021035,0.3306719771641218,0.5498044328552804,neutral,中性,0.7231937413713759,0.2105327023419488
2020-W51,709,0.21001410437235543,0.08427362482369534,0.07940761636107192,0.04619181946403385,0.054372355430183365,0.5257404795486601,0.2714496027008243,0.1452989851313617,0.18864050945201533,0.11794927278255456,0.09294647705147445,0.3527189311880122,0.4742595204513399,neutral,中性,0.9551606902302906,0.20994935572793125
2020-W52,767,0.20401564537157757,0.07967405475880052,0.07478487614080834,0.054263363754889174,0.04951760104302478,0.5377444589308996,0.267479366013817,0.1335360548885899,0.17894359097965346,0.1268310218151522,0.07914129144098979,0.34033618365276647,0.4622555410691004,neutral,中性,0.9327610872675249,0.25354858361254945
2020-W53,641,0.3172854914196568,0.1095631825273011,0.0766770670826833,0.02762870514820593,0.06322932917316693,0.40561622464898595,0.31405581897140067,0.17173688856025,0.1886581819425931,0.08319776544311143,0.08689806608006616,0.32244132603676817,0.594383775351014,neutral,中性,1.4172822299651566,0.08441775108441775
